testcase,version,circles,width,height,pixels,mean_radius,min_radius,max_radius,sum_radius_sq
imbalance_c100000,1,100000,320,240,76800,25.615046947518586,1.0000970363616943,1998.099365234375,3709266845.7390904
large_c1000000,1,1000000,640,480,307200,10.49759492849505,1.0000081062316895,19.99998664855957,140305555.4804795
large_c2000000,1,2000000,640,480,307200,10.503424128644049,1.0000081062316895,19.99998664855957,280806826.89905095
large_c4000000,1,4000000,640,480,307200,10.50099572750327,1.0000081062316895,19.999990463256836,561477667.0306779
medium_c200000,1,200000,640,480,307200,10.487942547393441,1.0004198551177979,19.99998664855957,28027119.9342911
